wav_path,speaker_id,gender,age,region,duration,transcript,pred_A,pred_B
노인남여_노인대화08_F_1531552733_69_수도권_실내_09515.wav,1531552733,F,69,수도권,11.18,밑에서 오년 전에 이사 오면서 큰 걸로 샀는데,밑에서 오 년 전에 이사오면서 큰 걸로 샀는데,밑에서 오 년 전에 이사오면서 큰 걸로 샀는데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09522.wav,1531552733,F,69,수도권,10.66,김치 김치통 좀 꺼내달라고 해야 낼 수 있어요,김치 김치 통 좀 꺼내 달라고 해야 낼 수 있어요,김치 김치 통 좀 꺼내 달라고 해야 낼 수 있어요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09527.wav,1531552733,F,69,수도권,10.07,그래서 묵은 묵은지는 계속 이렇게 한 통씩 생기더라고요,그래서 묵은 묵은지는 계속 이렇게 한통씩 생기더라고요,그래서 묵은 묵은지는 계속 이렇게 한 통씩 생기더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09528.wav,1531552733,F,69,수도권,10.41,작년 게 다 먹어 가니까 또 올해게 생겨서,작년 게 다 먹어 가니까 또 오랫게 생겨서,작년 게 다 먹어 가니까 또 오랫게 생겨서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09536.wav,1531552733,F,69,수도권,10.41,매번 몇 통씩 남아서 많이 안 안해 안 해,매번 몇 통씩 남아서 많이 안해 안해,매번 몇 통씩 남아서 많이 안해 안해
노인남여_노인대화08_F_1531552733_69_수도권_실내_09545.wav,1531552733,F,69,수도권,10.323,냉장고에 겨울 김치가 있고 매번 한 포기씩 해요,냉장고에 겨울 김치가 있고 매번 한 포기씩 해요,냉장고에 겨울 김치가 있고 매번 한 포기씩 해요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09552.wav,1531552733,F,69,수도권,11.091,그래서 저는 일부러 만두 만들 만들 만들용으로 담아요,그래서 저는 일부러 만드 만들 만들 만들 용으로 담아요,그래서 저는 일부러 만드 만들 만들 용으로 담아요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09553.wav,1531552733,F,69,수도권,12.285,왜냐하면 만두 만들 건 양념을 많이 안넣어도 되거 되거든요,왜냐하면 만두 만들건 양념을 많이 안 넣어도 되거든요,왜냐하면 만두 만들건 양념을 많이 안 넣어도 되거든요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09554.wav,1531552733,F,69,수도권,13.22,만두 만들 김치는 배추 속을 많이 안넣어도 괜찮아,만두 만들 김치는 배추 속을 많이 안 넣어도 괜찮아,만두 만들 김치는 배추 속을 많이 안 넣어도 괜찮아
노인남여_노인대화08_F_1531552733_69_수도권_실내_09565.wav,1531552733,F,69,수도권,11.858,대충 슬슬 양념 묻혀서 만두용으로 한 통 만들어서,대충 슬슬 양념 묻혀서 만두용으로 한통 만들었어,대충 슬슬 양념 묻혀서 만두용으로 한 통 만들었어
노인남여_노인대화08_F_1531552733_69_수도권_실내_09570.wav,1531552733,F,69,수도권,12.88,확실히 만든게 맛있긴 하죠 맛있긴하죠 확실히 만든게 맛있긴 하죠,확실히 만든 게 맛있긴 하죠 맛있긴 하죠 확실히 만든 게 맛있긴 하죠,확실히 만든 게 맛있긴 하죠 맛있긴 하죠 확실히 만든 게 맛있긴 하죠
노인남여_노인대화08_F_1531552733_69_수도권_실내_09575.wav,1531552733,F,69,수도권,13.91,이렇게 숙성 숙성시키면 반죽이 반죽이 굉장히 부드러워져서,이렇게 숙성 숙성 시켜면 반죽이 반죽이 굉장히 부드러워져서,이렇게 숙성 숙성 시켜면 반죽이 반죽이 굉장히 부드러워져서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09577.wav,1531552733,F,69,수도권,10.24,왼쪽으로 한 번만 이렇게 밀어주면 잘 밀리더라고요,왼쪽으로 한 번만 이렇게 밀어주면 잘 밀리더라고요,왼쪽으로 한 번만 이렇게 밀어주면 잘 밀리더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09581.wav,1531552733,F,69,수도권,10.66,그래서 저는 만두피는 반죽해놨다가 밀어서 하니까,그래서 저는 만두피는 반죽해 놨다가 밀어서 하니까,그래서 저는 만두피는 반죽해 놨다가 밀어서 하니까
노인남여_노인대화08_F_1531552733_69_수도권_실내_09584.wav,1531552733,F,69,수도권,11.35,먹방여행 갔지 근데 우리는 작년에 갔던 갔었던 울산에서,먹방 여행 갔지 근데 우리는 작년에 갔던 갔었던 울산에서,먹방 여행 갔지 근데 우리는 작년에 갔던 갔었던 울산에서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09587.wav,1531552733,F,69,수도권,11.01,배말은 조금 들어 갔는데도 맛있더라,배말은 조금 들어가는 데도 맛있더라,배말은 조금 들어가는 데도 맛있더라
노인남여_노인대화08_F_1531552733_69_수도권_실내_09588.wav,1531552733,F,69,수도권,10.58,그 특유의 해산물 냄새가 약간 나면서 맛있더라,그 특유의 해산물 냄새가 약간 나면서 맛있더라,특유의 해산물 냄새가 약간 나면서 맛있더라
노인남여_노인대화08_F_1531552733_69_수도권_실내_09591.wav,1531552733,F,69,수도권,11.86,근데 회 같은 건 없고 그냥 해삼류나 전복 이런게,근데 때 같은 건 없고 그냥 해 삼류나 전복 이런게,근데 떼 같은 건 없고 그냥 해 삼류나 전복 이런게
노인남여_노인대화08_F_1531552733_69_수도권_실내_09592.wav,1531552733,F,69,수도권,14.42,성게 그런 그런게 있더라 있더라고 있더라고 성게 그런게 있더라고,성계 그런 그런 게 있더라 있더라고 있더라고 성계 그런 게 있더라고,성계 그런 그런 게 있더라 있더라고 있더라고 성계 그런 게 있더라고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09597.wav,1531552733,F,69,수도권,13.14,근데 배 배말은 많이 안 넣었더라고 조금 밖에 안 넣어 줘,근데 배말은 많이 안 넣더라고 조금밖에 안 넣어줘,근데 배말은 많이 안 넣더라고 조금 밖에 안 넣어줘
노인남여_노인대화08_F_1531552733_69_수도권_실내_09600.wav,1531552733,F,69,수도권,12.63,그렇게 안 비싸 비쌌어 만원 안쪽 이었는데 팔천원정도,그렇게 안 비싸 비쌌어 만원 안쪽이었는데 팔천원 정도,그렇게 안 비싸 비쌌어 만원 안쪽이었는데 팔천원 정도
노인남여_노인대화08_F_1531552733_69_수도권_실내_09601.wav,1531552733,F,69,수도권,11.261,내가 정확하게는 기억을 못 하는데 한 팔천원에서 만원정도였어,내가 정확하게는 기억을 못하는데 한 팔천원에서 만원 정도였어,내가 정확하게는 기억을 못하는데 한 팔천원에서 만원 정도였어
노인남여_노인대화08_F_1531552733_69_수도권_실내_09605.wav,1531552733,F,69,수도권,11.01,먹고 보니까 그쪽에 할머니들이 해산물을 잡아서 팔더라고,먹고 보니까 그쪽에 할머니들이 해산물을 잡아서 팔더라고,먹고 보니까 그쪽에 할머니들이 해산물을 잡아서 팔더라고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09607.wav,1531552733,F,69,수도권,10.66,내가 조리 도구가 있었으면 그냥 쪄서 먹고 싶었는데,내가 조리 도구가 있었으면 그냥 쪄서 먹고 싶었는데,내가 조리 도구가 있었으면 그냥 쪄서 먹고 싶었는데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09611.wav,1531552733,F,69,수도권,10.32,우리가 갔던 데 익숙한 데 그런데 찾아 가게 됐잖아,우리가 갔던데 익숙한데 그런데 찾아 가게 됐잖아,우리가 갔던데 익숙한데 그런데 찾아 가게 됐잖아
노인남여_노인대화08_F_1531552733_69_수도권_실내_09613.wav,1531552733,F,69,수도권,11.77,저녁에는 물회를 먹었거든 근데 맛집을 찾아 찾아야해서,저녁에는 무리를 먹었거든 근데 맛집을 찾아 찾아야 해서,저녁에는 무리를 먹었거든 근데 맛집을 찾아야 해서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09625.wav,1531552733,F,69,수도권,11.09,아빠는 바 바쁘다고 해서 못 갔었는데 이년전처럼 셋이 갔는데,아빠는 바쁘다고 해서 못 갔었는데 이년 전처럼 셋이 갔는데,아빠는 다 바쁘다고 해서 못 갔었는데 이년 전처럼 셋이 갔는데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09627.wav,1531552733,F,69,수도권,10.75,그래도 아이 아빠가 없으니까 늦게까지 자 잘 놀았어,그래도 아이 아빠가 없으니까 늦게까지 잘 놀았어,그래도 아이 아빠가 없으니까 늦게까지 잘 놀았어
노인남여_노인대화08_F_1531552733_69_수도권_실내_09636.wav,1531552733,F,69,수도권,12.63,그냥 자기는 좀 한가할 때 갔다 오고 싶다더라 싶다더라고,그냥 자기는 좀 한가할 때 갔다 오고 싶다더라 싶다더라고,그냥 자기는 좀 한가할 때 갔다 오고 싶다더라 싶다더라고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09637.wav,1531552733,F,69,수도권,10.24,어차피 지금은 약속한 기한을 맞춰야 해서,어차피 지금은 약속한 기한을 맞춰야 해서,어차피 지금은 약속한 기한을 맞춰야 해서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09641.wav,1531552733,F,69,수도권,11.09,원래 일박 하기로 했는데 재미있어서 하루 더 놀다 왔어,원래 일박 하기로 했는데 재미있어서 하루 더 놀다 왔어,원래 일박 하기로 했는데 재미있어서 하루 더 놀다 왔어
노인남여_노인대화08_F_1531552733_69_수도권_실내_09650.wav,1531552733,F,69,수도권,10.66,뭐 그런 것부터 시작해서 생선 엄청 많더라고,뭐 그런 것부터 시작해서 생선 엄청 많더라고,뭐 그런 것부터 시작해서 생선 엄청 많더라고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09669.wav,1531552733,F,69,수도권,12.797,근데 먹거리는 엄청 많다 어디 제일 생각나냐면,근데 먹거리는 엄청 많다 어디 제일 생각 나냐면,근데 먹거리는 엄청 많다 어디 제일 생각 나냐면
노인남여_노인대화08_F_1531552733_69_수도권_실내_09670.wav,1531552733,F,69,수도권,11.94,제주도 중문에 있는 큰 시장 있지 중문시장 인가,제주도 중문에 있는 큰 시장 있지 중문 시장인가,제주도 중문에 있는 큰 시장 있지 중문 시장인가
노인남여_노인대화08_F_1531552733_69_수도권_실내_09675.wav,1531552733,F,69,수도권,14.67,실제로 보면 제주도 시장보다 더 크다고 더 크다는 생각도 들어,실제로 보면 제주도 시장보다 더 크다고 더 크다는 생각도 들어,실제로 보면 제주도 시장보다 더 크다는 생각도 들어
노인남여_노인대화08_F_1531552733_69_수도권_실내_09677.wav,1531552733,F,69,수도권,14.93,거기 한 두개 배 한 두세 배 정도 크다고 내가 느낀 느낀거야,거기 한두개 배 한두 세배 정도 크다고 내가 느낀 느낀 거야,거기 한두 개에 한 두세 배 정도 크다고 내가 느낀 거야.
노인남여_노인대화08_F_1531552733_69_수도권_실내_09690.wav,1531552733,F,69,수도권,10.07,그렇게 쫀득쫀득 하지는 않았는데 내가 얼음물에 담궜거든,그렇게 쫀득쫀득 하지는 않았는데 내가 얼음물에 담궜거든,그렇게 쫀득쫀득 하지는 않았는데 내가 얼음물에 담궜거든
노인남여_노인대화08_F_1531552733_69_수도권_실내_09691.wav,1531552733,F,69,수도권,13.82,그러니까 식감이 냉장고에 한두 시간 숙성시킨 만큼은 아닌데,그러니까 식감이 냉장고에 한두 시간 숙성시킨 만큼은 아닌데,그러니까 식감이 냉장고에 한두 시간 숙성 시킨 만큼은 아닌데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09692.wav,1531552733,F,69,수도권,11.18,그래도 나름 쫄깃쫄깃하고 소라는 되게 부드러웠어,그래도 나름 쫄깃쫄깃하고 소라는 되게 부드러웠어,그래도 나름 쫄깃쫄깃하고 소라는 되게 부드러웠어
노인남여_노인대화08_F_1531552733_69_수도권_실내_09696.wav,1531552733,F,69,수도권,11.432,근데 너무 맛있어서 그 다음날 다음날도 애들한테 해줬는데,근데 너무 맛있어서 그 다음날 다음날도 애들한테 해줬는데,근데 너무 맛있어서 그 다음날 다음날도 애들한테 해줬는데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09699.wav,1531552733,F,69,수도권,15.015,누가 뭘 잡으면 궁금해해 그래서 가서 한 번씩 먹어,누가 뭘 잡으면 궁금해해 그래서 가서 한번씩 먹어,누가 뭘 잡으면 궁금해해 그래서 가서 한 번씩 먹어
노인남여_노인대화08_F_1531552733_69_수도권_실내_09709.wav,1531552733,F,69,수도권,13.99,어디지 울산 대나무 대나무 대 대나무 문화 숲길 거기 가고 싶댔잖아,어디지 울산 대나무 대나무 대나무 문화 숲길 거기 가고 싶댔잖아,어디지 울산 대나무 대나무 대나무 문화 숲길 거기 가고 싶댔잖아
노인남여_노인대화08_F_1531552733_69_수도권_실내_09714.wav,1531552733,F,69,수도권,10.32,그 쪽 은하수 길 그러니까 대나무숲 십 리,그쪽은 하수길 그러니까 대나무 숲 십리,그쪽은 하수길 그러니까 대나무 숲 십리
노인남여_노인대화08_F_1531552733_69_수도권_실내_09715.wav,1531552733,F,69,수도권,12.29,길이래 근데 거기 빤짝빤짝 빤짝빤짝이는 은하수 불 조명을 해,길이래 근데 거기 반짝반짝 반짝반짝이는 은하수 불 조명을 해,길이래 근데 거기 반짝반짝 반짝반짝이는 은하수 불 조명을 해
노인남여_노인대화08_F_1531552733_69_수도권_실내_09716.wav,1531552733,F,69,수도권,12.54,놨더라고 거기가 아 그니까 거기가 거기 가게가 제일 가고,낫더라고 거기가 그니까 거기가 거기 가게가 제일 가고,낫더라고 거기가 그니까 거기가 거기 가게가 제일 가고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09717.wav,1531552733,F,69,수도권,12.11,싶었던 데라서 거기 거기서 사진 찍고 오빠랑 사진 찍고,거기서 사진 찍고 오빠랑 사진 찍고,거기서 사진 찍고 오빠랑 사진 찍고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09720.wav,1531552733,F,69,수도권,11.35,그닥 많이는 안 다녔던 거 같애 그렇게 우리는,그당 많이는 안 다녔던 거 같애 그렇게 우리는,그당 많이는 안 다녔던 거 같아 그렇게 우리는
노인남여_노인대화08_F_1531552733_69_수도권_실내_09738.wav,1531552733,F,69,수도권,10.41,이천 십육년 시 십이월 되니까 왜 여자들이 항상,이천 십 육년 십 이월 되니까 왜 여자들이 항상,이천 십 육 년 십 이월 되니까 왜 여자들이 항상
노인남여_노인대화08_F_1531552733_69_수도권_실내_09742.wav,1531552733,F,69,수도권,10.07,작년부터는 산에 일주일에 세 번정도 못 가면 두 번,작년부터는 산에 일주일에 세 번 정도 못 가면 두 번,작년부터는 산에 일주일에 세 번 정도 못 가면 두 번
노인남여_노인대화08_F_1531552733_69_수도권_실내_09755.wav,1531552733,F,69,수도권,10.15,안 되다 보니까 나 내름 나 나대로 좋은 거 다 찾게 되고,안되다 보니까 나대로 좋은 거 다 찾게 되고,안되다 보니까 나대로 좋은 거 다 찾게 되고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09757.wav,1531552733,F,69,수도권,10.15,그러다 보니까 또 경제적으로 들어가아는 돈도 많아지게 되고,그러다 보니까 또 경제적으로 들어가는 돈도 많아지게 되고,그러다 보니까 또 경제적으로 들어가는 돈도 많아지게 되고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09759.wav,1531552733,F,69,수도권,11.52,가끔은 금액이 굉장히 비싸다 보니까 좀 그런 거에 예민하게 되고,가끔은 금액이 굉장히 비싸다 보니까 좀 그런 거에 예민하게 되고,가끔은 금액이 굉장히 비싸다 보니까 좀 그런 거에 예민하게 되고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09761.wav,1531552733,F,69,수도권,10.15,살도 빠졌었고 몸도 좀 악약약하긴 했었지만,살도 빠졌었고 몸도 좀 약하긴 했었지만,살도 빠졌었고 몸도 좀 약하긴 했었지만
노인남여_노인대화08_F_1531552733_69_수도권_실내_09764.wav,1531552733,F,69,수도권,11.86,노을 선생님을 보니까 정말 건강 건강 음식들을 많이 아시는 것 같아서,노을 선생님을 보니까 정말 건강 건강 음식들을 많이 아시는 것 같아서,노을 선생님을 보니까 정말 건강 건강 음식들을 많이 아시는 것 같아서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09770.wav,1531552733,F,69,수도권,13.22,살찌는 게 제일 문제였고 음식을 가려 가려서 먹어 보려는,살찌는 게 제일 문제였고 음식을 가려 가려서 먹어 보려는,살찌는 게 제일 문제였고 음식을 가려 가려서 먹어 보려는
노인남여_노인대화08_F_1531552733_69_수도권_실내_09773.wav,1531552733,F,69,수도권,11.09,그래서 요즘은 강의도 없고 해서 산을 줄기차게 다녀,그래서 요즘은 강의도 없고 해서 산을 줄기차게 다녀,그래서 요즘은 강의도 없고 해서 산을 줄기차게 다녀
노인남여_노인대화08_F_1531552733_69_수도권_실내_09785.wav,1531552733,F,69,수도권,11.86,그 친구 덕분에 같이 많이 걷게 되어서 너무 좋긴 했었거든요,그 친구 덕분에 같이 많이 걷게 되어서 너무 좋긴 했었거든요,친구 덕분에 같이 많이 걷게 되어서 너무 좋긴 했었거든요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09797.wav,1531552733,F,69,수도권,11.94,그리고 그 시간 되면 이제 내가 피로 피로감을 너무 빨리 느끼니까,그리고 그 시간 되면 이제 내가 피로 피로감을 너무 빨리 느끼니까,그리고 그 시간 되면 이제 내가 피로 피로감을 너무 빨리 느끼니까
노인남여_노인대화08_F_1531552733_69_수도권_실내_09804.wav,1531552733,F,69,수도권,13.394,운동을 좀 장시간 하게 되면 이제 바로 피로감 피로감을 느끼느끼 느끼니까,운동을 좀 장시간 하게 되면 이제 바로 피로가 피로감을 느끼 느끼 느끼니까,운동을 좀 장시간 하게 되면 이제 바로 피로가 피로감을 느끼 느끼 느끼니까
노인남여_노인대화08_F_1531552733_69_수도권_실내_09806.wav,1531552733,F,69,수도권,10.238,그리고 몸에 좀 안 좋다라는 그 그런 건 거의 먹지 않고,그리고 몸에 좀 안 좋다라는 그런 건 거의 먹지 않고,그리고 몸에 좀 안 좋다라는 그런 건 거의 먹지 않고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09814.wav,1531552733,F,69,수도권,13.14,워낙 좋아하진 않다 보니까 주로 생 생선이나 해물류 해물류나 야채류,나 좋아하진 않다 보니까 주로 생선이나 해물류 해물류나 야채류,나 좋아하진 않다 보니까 주로 생선이나 해물류 해물류나 야채류
노인남여_노인대화08_F_1531552733_69_수도권_실내_09821.wav,1531552733,F,69,수도권,11.52,우리 나이에는 당연히 이기적인 이기적이 돼야 되지 않을까요 않을까,우리 나이에는 당연히 이기적인 이기적이 돼야 되지 않을까요 않을까,우리 나이에는 당연히 이기적인 이기적이 돼야 되지 않을까요 않을까
노인남여_노인대화08_F_1531552733_69_수도권_실내_09822.wav,1531552733,F,69,수도권,14.5,왜냐하면 결혼해 가지고 솔직히 우리 혼자 여행 다녀본 일이 거의 없없다 싶이,왜냐하면 결혼해 가지고 솔직히 우리 혼자 여행 다녀 본 일이 거의 없다시피,왜냐하면 결혼해 가지고 솔직히 우리 혼자 여행 다녀본 일이 거의 없다시피
노인남여_노인대화08_F_1531552733_69_수도권_실내_09829.wav,1531552733,F,69,수도권,11.26,그 해 그때 그 애가 딱 들어섰다는 건 정말 정말 축복이었죠,그게 그때 그 애가 딱 들어섰다는 건 정말 정말 축복이었죠,그게 그때 그 애가 딱 들어섰다는 건 정말 정말 축복이었죠.
노인남여_노인대화08_F_1531552733_69_수도권_실내_09831.wav,1531552733,F,69,수도권,12.71,왜 나이가 들면 그 기형아라고 하는 문제가 생가 생겨서 양수 검사도 하고,왜 나이가 들면 그 기억하라고 하는 문제가 생겨서 양수 검사도 하고,왜 나이가 들면 그 기억하라고 하는 문제가 생겨서 양수 검사도 하고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09836.wav,1531552733,F,69,수도권,10.58,그때 되면 사람들 송년회라 던지 막 그런 거 하잖아요,그때 되면 사람들 성년회 라던지 막 그런 거 하잖아요,그때 되면 사람들 성년회 라던지 막 그런거 하잖아요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09837.wav,1531552733,F,69,수도권,12.54,그래서 병원 그래서 병원에 가서 검사를 했더니 그 의사 선생님이 축하한다고 하더라고요,그래서 병원 그래서 병원에 가서 검사를 했더니 그 의사 선생님이 축하한다고 하더라고요,그래서 병원에 가서 검사를 했더니 그 의사 선생님이 축하한다고 하더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09845.wav,1531552733,F,69,수도권,11.18,그 당시에 조카들이 다들 대학생들이었기 때문에 걔는 걔네들이 밀어줘서,그 당시에 조카들이 다들 대학생들이 였기 때문에 걔네들이 미뤄져서,그 당시에 조카들이 다들 대학생들이 였기 때문에 걔네들이 밀어줘서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09847.wav,1531552733,F,69,수도권,14.33,그 녀 그리고 그 녀석이 태어나고 나서는 정말 모든 게 행복하고 너그러워지더라고,그리고 그 녀석이 태어나고 나서는 정말 모든 게 행복하고 너그러워 지더라고,그리고 그 녀석이 태어나고 나서는 정말 모든 게 행복하고 너그러워 지더라고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09848.wav,1531552733,F,69,수도권,12.37,아 요새는 또 사춘기가 되다 보니까 나랑 부딪 부딪혀요,아 요새는 또 사춘기가 되다 보니까 나랑 부딪쳐요,요새는 또 사춘기가 되다 보니까 나랑 부딪쳐요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09849.wav,1531552733,F,69,수도권,11.94,말 끝마다 꼬치꼬치 대꾸하고 아빠한테 엉길라고 해요 엉길라고 하고,말끝마다 꼬치꼬치 대꾸하고 아빠한테 옮길라고 하고,말끝마다 꼬치꼬치 대꾸하고 아빠한테 옮길라고 하고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09851.wav,1531552733,F,69,수도권,11.18,요 녀석이 이런 건방진 행동을 하더라도 내내가 이해가 되더라고요,요녀석이 이런 건방진 행동을 하더라도 내가 이해가 되더라고요,요녀석이 이런 건방진 행동을 하더라도 내가 이해가 되더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09853.wav,1531552733,F,69,수도권,11.43,건강은 타고 난 것도 있을 수가 있고 또 본인이 노력해서 좋을 수도 있는데,건강은 타고난 것도 있을 수가 있고 또 본인이 노력해서 좋을 수도 있는데,건강은 타고난 것도 있을 수가 있고 또 본인이 노력해서 좋을 수도 있는데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09854.wav,1531552733,F,69,수도권,13.31,나는 학교 다닐 때 중고등하학 중고등학교 시절에 운동을 굉장히 많이 했어요,나는 학교 다닐 때 중고등 학교 시절에 운동을 굉장히 많이 했어요,나는 학교 다닐 때 중고등 학교 시절에 운동을 굉장히 많이 했어요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09856.wav,1531552733,F,69,수도권,10.66,아마 그때 내가 체력이 길러지지 않았 않았나 생각이 들어요,아마 그때 내가 체력이 길러지지 않았나 생각이 들어요,아마 그때 내가 체력이 길러지지 않았나 생각이 들어요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09857.wav,1531552733,F,69,수도권,10.41,중간에는 관리를 할 수가 없었고 우리때는 시대적으로 봤을 때,중간에는 관리를 할 수가 없었고 우리 때는 시대적으로 봤을 때,중간에는 관리를 할 수가 없었고 우리 때는 시대적으로 봤을 때
노인남여_노인대화08_F_1531552733_69_수도권_실내_09858.wav,1531552733,F,69,수도권,11.6,그리고 늦게 애기를 낳고 나니까 나니까 좀 체력이 쳐지더라고요,그리고 늦게 애기를 낳고 나니까 좀 체력이 처지더라고요,그리고 늦게 애기를 낳고 나니까 좀 체력이 처지더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09861.wav,1531552733,F,69,수도권,10.24,처음부터 내가 잘 한 음식은 없고 수 없이 반복해서 만들고,처음부터 내가 잘한 음식은 먹고 수없이 반복해서 만들고,처음부터 내가 잘한 음식은 먹고 수없이 반복해서 만들고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09862.wav,1531552733,F,69,수도권,15.02,많은 양 많은 양을 만들어 놓고 처리 처리 곤란하면 이 집도 퍼주고 저 집도 퍼주고 퍼주고 하면서,많은 양을 만들어 놓고 처리 처리 곤란하면 이 집도 퍼주고 저 집도 퍼주고 퍼주고 하면서,많은 양을 만들어 놓고 처리 처리 곤란하면 이 집도 퍼주고 저 집도 퍼주고 퍼주고 하면서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09863.wav,1531552733,F,69,수도권,14.08,그래서 지금은 내 나름대로 음식 음식에 대한 노하우 또 그 음식의 장단점,그래서 지금은 내 나름대로 음식 음식에 대한 노하우 또 그 음식의 장단점,그래서 지금은 내 나름대로 음식 음식에 대한 노하우 또 그 음식의 장단점
노인남여_노인대화08_F_1531552733_69_수도권_실내_09864.wav,1531552733,F,69,수도권,10.41,이게 나한테 쌓인게 아닌가 봐 그 그런 생각이 들고,이게 나한테 쌓인 게 아닌가 그런 생각이 들고,이게 나한테 쌓인 게 아닌가 그런 생각이 들고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09867.wav,1531552733,F,69,수도권,13.22,고맙습니다 저도 이제 예전 예전보다 조금 많이 사살쪄 살쪄져 있고,고맙습니다 저도 이제 예전 예전보다 조금 많이 살쪄 살쪄져 있고,고맙습니다 저도 이제 예전 예전보다 조금 많이 살쪄져 있고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09870.wav,1531552733,F,69,수도권,11.01,그러다 보니까 또 그렇다고 특별나게 살 쪄 보이진 않는데,그러다 보니까 또 그렇다고 특별하게 살쪄 보이진 않는데,그러다 보니까 또 그렇다고 특별하게 살쪄 보이진 않는데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09871.wav,1531552733,F,69,수도권,10.58,애들이 스스로 몸무게가 많이 나가는 것 보면 나가는 걸 보면,애들이 스스로 몸무게가 많이 나가는 것 보면 나가는 걸 보면,애들이 스스로 몸무게가 많이 나가는 것 보면 나가는 걸 보면
노인남여_노인대화08_F_1531552733_69_수도권_실내_09873.wav,1531552733,F,69,수도권,13.99,애들이 다 자기네들끼리 서로 살고 있는데 내가 봤을 때는,애들이 다 자기네들끼리 서로 살고 있는데 내가 봤을 때는,애들이 다 자기네들끼리 서로 살고 있는데 내가 봤을 때는
노인남여_노인대화08_F_1531552733_69_수도권_실내_09874.wav,1531552733,F,69,수도권,13.22,확실히 병도 가족력이 있지만 음식에서 음식에서도 오는 것 같아요,확실히 병도 가정역이 있지만 음식에서 음식에서도 오는 것 같아요,확실히 병도 가정력이 있지만 음식에서 음식에서도 오는 것 같아요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09875.wav,1531552733,F,69,수도권,15.02,어떻게 먹고 어떤 걸 먹느냐에 따라 따라서 건강 신호가 오는 것 오는게 다른 것 같아요,어떻게 먹고 어떤 걸 먹느냐에 따라 따라서 건강 신호가 오는 것 오는 게 다른 것 같아요,어떻게 먹고 어떤 걸 먹느냐에 따라 따라서 건강 신호가 오는 것 오는 게 다른 것 같아요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09877.wav,1531552733,F,69,수도권,11.26,바다 선생님처럼 애기일 때는 마흔 둘에 저를 낳았거든요,하다 선생님처럼 애기일 땐 마흔 둘에 저를 낳았거든요,하다 선생님처럼 애기일 땐 마흔 둘에 저를 낳았거든요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09881.wav,1531552733,F,69,수도권,14.76,옛날 같으면 냇가에 그 대야 들고 막 헤엄치고 그러잖아요 그게 그렇게 부러웠어요,옛날 같으면 냇가에 그 대야 들고 막 헤엄치고 그러잖아요 그게 그렇게 부러웠어요,옛날 같으면 냇가에 그 대야 들고 막 헤엄치고 그러잖아요 그게 그렇게 부러웠어요
