mode,region,group,pid,date,utt_no,wav_path,transcript,prediction
read,DG,3,PID_000000106,20191024,00641,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00641_DG.wav,﻿기온 어떨까,기온 어떨까?
read,DG,3,PID_000000108,20191022,00069,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00069_DG.wav,﻿산들바람이 선선하게 부는것 보니 가을이 왔나봐,산들바람이 선선하게 부는 것 보니 가을이 왔나 봐.
read,DG,3,PID_000000108,20191022,00577,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00577_DG.wav,﻿방금 비 와,방금 비와
read,DG,3,PID_000000127,20191023,00091,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00091_DG.wav,﻿음식을 정말 맛있게 잘하더라니까,음식을 정말 맛있게 잘하더라니까
read,DG,3,PID_000000107,20191022,00003,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000107_20191022_00003_DG.wav,﻿모레 기온 어때,모레 기온 어때
read,DG,3,PID_000000105,20191018,00447,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191018_00447_DG.wav,﻿오토바이 천천히 타니까 괜찮아,오토바이 천천히 사니까 괜찮아.
read,DG,3,PID_000000107,20191022,00166,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000107_20191022_00166_DG.wav,﻿오늘은 정말 보람찬 하루였어,오늘은 정말 보람찬 하루였어.
read,DG,3,PID_000000108,20191022,00283,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00283_DG.wav,﻿도와줘서 고마워,도와줘서 고마워.
read,DG,3,PID_000000108,20191019,00347,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191019_00347_DG.wav,﻿여행 갈 준비를 하느라 바빴어,여행 갈 준비를 하느라 바빴어.
read,DG,3,PID_000000106,20191018,00256,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191018_00256_DG.wav,﻿올해는 입동이 언제냐,올해는 입동이 언제냐.
read,DG,3,PID_000000105,20191025,00456,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191025_00456_DG.wav,﻿이렇게 하면 되겠지,이렇게 하면 되겠지.
read,DG,3,PID_000000127,20191023,00181,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00181_DG.wav,﻿오랜만에 맛있게 저녁 먹었어,오랜만에 맛있게 저녁 먹었어.
read,DG,3,PID_000000106,20191024,00414,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00414_DG.wav,﻿가슴이 답답할 땐 어떻게 해야해,가슴이 답답할 땐 어떻게 해야지?
read,DG,3,PID_000000105,20191024,00079,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191024_00079_DG.wav,﻿자식들이 어릴 때는 돈 버느라 같이 여행도 많이 못다녔어,자식들이 어릴 때는 돈 버느라 같이 여행도 많이 못 다녔어.
read,DG,3,PID_000000104,20191029,00162,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191029_00162_DG.wav,﻿어디 살아,어디 살아?
read,DG,3,PID_000000108,20191022,00331,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00331_DG.wav,﻿단풍든 산을 봤는데 장관이었어,단풍은 산을 받는 데 장관이었어.
read,DG,3,PID_000000103,20191021,00031,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191021_00031_DG.wav,﻿너무 많이 화가 나,너무 많이 화가 나.
read,DG,3,PID_000000106,20191018,00186,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191018_00186_DG.wav,﻿궁금한게 있어,궁금한 게 있어.
read,DG,3,PID_000000105,20191018,00027,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191018_00027_DG.wav,﻿아들새끼가 용돈을 주지는 못할망정 나한테 돈을 달래,아들 새끼가 용돈을 주지는 못할망정 나한테 돈을 달래.
read,DG,3,PID_000000106,20191024,00413,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00413_DG.wav,﻿날씨 어때,날씨 어때?
read,DG,3,PID_000000108,20191019,00189,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191019_00189_DG.wav,﻿맞아 그럴 수 있어,맞아 그럴 수 있어
read,DG,3,PID_000000108,20191022,00218,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00218_DG.wav,﻿내 늘 내 곁에 있어줘,늘 내 곁에 있어줘.
read,DG,3,PID_000000108,20191019,00191,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191019_00191_DG.wav,﻿정치에 대해서 잘 알아,정치에 대해서 잘 알아.
read,DG,3,PID_000000105,20191024,00157,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191024_00157_DG.wav,﻿응급차 빨리,응급차 빨리
read,DG,3,PID_000000108,20191022,00412,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00412_DG.wav,﻿손주가 생신 축하한다고 연락왔어,손주가 생신 축하한다고 연락 왔어.
read,DG,3,PID_000000106,20191024,01011,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_01011_DG.wav,﻿저 아래 마을에 불이 나서 소방차랑 경찰차가 왔다 갔대,저 아랫마을에 불이 나서 소방차랑 경찰차가 왔다 갔대.
read,DG,3,PID_000000106,20191024,00214,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00214_DG.wav,﻿다른 친구 불러줘,다른 친구 불러줘.
read,DG,3,PID_000000105,20191024,00033,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191024_00033_DG.wav,﻿오늘 날씨 어때,오늘 날씨 어때?
read,DG,3,PID_000000104,20191026,00036,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191026_00036_DG.wav,﻿거기에 삼백오십번 버스를 타고 가던가,거기에 삼백오십 번 버스를 타고 가든가.
read,DG,3,PID_000000106,20191024,00078,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00078_DG.wav,﻿트로트 틀어줘,트로트 틀어줘.
read,DG,3,PID_000000106,20191024,00617,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00617_DG.wav,﻿우리나라 대통령은 누구야,우리나라 대통령 누구야.
read,DG,3,PID_000000127,20191023,00411,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00411_DG.wav,﻿나도 니 말이 맞다고 생각해,나도 네 말이 맞다고 생각해.
read,DG,3,PID_000000127,20191023,00156,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00156_DG.wav,﻿모기를 잡고 자야겠어,모기를 잡고 자야겠어.
read,DG,3,PID_000000104,20191029,00260,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191029_00260_DG.wav,﻿취미를 추천해줘,취미를 추천해줘.
read,DG,3,PID_000000105,20191024,00328,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191024_00328_DG.wav,﻿삼층 할머니가 건강하게 퇴원해서 왔어,삼층 할머니가 건강하게 퇴원해서 왔어.
read,DG,3,PID_000000105,20191018,00394,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191018_00394_DG.wav,﻿대구 오늘 날씨 알려줄래,대구 오늘 날씨 알려줄래.
read,DG,3,PID_000000105,20191025,00143,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191025_00143_DG.wav,﻿오늘은 일이 잘 풀리는 날이었어,오늘은 일이 잘 풀리는 날이었어.
read,DG,3,PID_000000103,20191021,00052,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191021_00052_DG.wav,﻿모레 최고온도는 얼마,모래 최고 온도는 얼마.
read,DG,3,PID_000000127,20191023,00365,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00365_DG.wav,﻿너랑 이렇게 노가리를 까니까 시간이 금방 가,너랑 이렇게 노가리를 까니까 시간이 금방 가.
read,DG,3,PID_000000127,20191023,00647,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00647_DG.wav,﻿일요일에는 더우니까 집에서 선풍기 바람 쐬면서 쉴거야,일요일에는 더우니까 집에서 선풍기 바람 쐬면서 쉴 거야.
read,DG,3,PID_000000106,20191024,00440,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00440_DG.wav,﻿오늘은 날씨가 어때,오늘은 날씨가 어때?
read,DG,3,PID_000000104,20191029,00158,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191029_00158_DG.wav,﻿전화하게 전화번호 좀 알려줘봐,전화하게 전화번호 좀 알려줘 봐.
read,DG,3,PID_000000104,20191026,00213,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191026_00213_DG.wav,﻿신발을 한 켤레 샀어,신발을 한 클래 샀어.
read,DG,3,PID_000000106,20191024,00213,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00213_DG.wav,﻿내일 최고기온 알려줘,내일 최고 기온 알려줘.
read,DG,3,PID_000000105,20191025,00066,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191025_00066_DG.wav,﻿내가 너무 많이 화를 낸 것 같아서 미안한데 어떡하지,내가 너무 많이 화를 낸 것 같아서 미안한데 어떡하지.
read,DG,3,PID_000000108,20191022,00307,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00307_DG.wav,﻿눈이 내릴까요,눈이 내릴까요?
read,DG,3,PID_000000103,20191021,00032,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191021_00032_DG.wav,﻿눈 내릴까,눈 내릴까
read,DG,3,PID_000000104,20191026,00080,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191026_00080_DG.wav,﻿대전 내일 날씨 뭐야,대전 내일 날씨 뭐야.
read,DG,3,PID_000000105,20191018,00022,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191018_00022_DG.wav,﻿옆집 할머니가 죽었어,옆집 할머니가 죽었어.
read,DG,3,PID_000000103,20191021,00081,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191021_00081_DG.wav,﻿눈 내리는지 궁금해,눈 내리는지 궁금해.
read,DG,3,PID_000000104,20191021,00188,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191021_00188_DG.wav,﻿모레 최고기온 얼마,무안에 최고 기온 얼마?
read,DG,3,PID_000000105,20191025,00300,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191025_00300_DG.wav,﻿기온 어떠한지 알려줘,기온은 어떠한지 알려줘.
read,DG,3,PID_000000106,20191024,00752,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00752_DG.wav,﻿내 말이 그 말이었는데 바보가 이해를 못했어,내 말이 그 말이었는데 바보가 이해를 못 했어.
read,DG,3,PID_000000106,20191024,00571,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00571_DG.wav,﻿화요일은 구청에서 운동하는 날이야,화요일은 구청에서 운동하는 날이야.
read,DG,3,PID_000000108,20191022,00520,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00520_DG.wav,﻿어떻게 하는게 좋을건지 나도 몰라,어떻게 하는 게 좋을 건지 나도 몰라.
read,DG,3,PID_000000107,20191022,00152,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000107_20191022_00152_DG.wav,﻿예전에는 약수터 물이 꿀처럼 달고 시원했는데 요즘은 예전같지 않아,예전에는 약수터 물이 꿀처럼 달고 시원했는데 요즘은 예전 같지 않아.
read,DG,3,PID_000000103,20191021,00372,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191021_00372_DG.wav,﻿잠이 안오니까 하루 종일 피곤하고 기분도 안좋아,잠이 안 오니까 하루 종일 피곤하고 기분도 안 좋아.
read,DG,3,PID_000000105,20191025,00067,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191025_00067_DG.wav,﻿눈내리니,눈 내리니
read,DG,3,PID_000000104,20191021,00104,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191021_00104_DG.wav,﻿가족들이랑 함께 한다는게 참 행복한거야,가족들이랑 함께한다는 게 참 행복한 거야.
read,DG,3,PID_000000104,20191029,00015,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191029_00015_DG.wav,﻿간호사선생님이 친절하게 말해주더라고,간호사 선생님이 친절하게 말해 주더라고.
read,DG,3,PID_000000108,20191022,00639,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00639_DG.wav,﻿눈 내리니,눈 내리니
read,DG,3,PID_000000103,20191021,00511,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191021_00511_DG.wav,﻿필요한게 있으면 말할테니까 괜찮아,필요한 게 있으면 말할 테니까 괜찮아.
read,DG,3,PID_000000107,20191022,00141,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000107_20191022_00141_DG.wav,﻿어디에 있어,어디에 있어?
read,DG,3,PID_000000108,20191022,00382,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00382_DG.wav,﻿어떻게 하는게 좋은건지 나도 잘 모르겠어,어떻게 하는 게 좋은 건지 나도 잘 모르겠어.
read,DG,3,PID_000000106,20191024,00551,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00551_DG.wav,﻿내일 날씨 어때,내일 날씨 어때?
read,DG,3,PID_000000107,20191018,00485,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000107_20191018_00485_DG.wav,﻿건강이 나빠진 것도 아닌데 오늘따라 많이 힘드네,건강이 나빠진 것도 아닌데 오늘따라 많이 힘드네.
read,DG,3,PID_000000104,20191026,00196,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191026_00196_DG.wav,﻿거기 전화번호 좀 알려줄 수 있어,거기 전화번호 좀 알려줄 수 있어?
read,DG,3,PID_000000103,20191020,00386,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191020_00386_DG.wav,﻿건강이 좋아졌으면 좋겠어,건강이 좋아졌으면 좋겠어.
read,DG,3,PID_000000104,20191029,00143,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191029_00143_DG.wav,﻿아들이 맛있는거 먹으라고 택배로 보내줬어,아들이 맛있는 거 먹으라고 택배로 보내줬어.
read,DG,3,PID_000000105,20191025,00310,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191025_00310_DG.wav,﻿내가 말한게 맞을거야,내가 말한 게 맞을 거야.
read,DG,3,PID_000000105,20191018,00361,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191018_00361_DG.wav,﻿눈이 올까요,눈이 올까요?
read,DG,3,PID_000000107,20191018,00491,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000107_20191018_00491_DG.wav,﻿날씨 부탁할게,날씨 부탁할게
read,DG,3,PID_000000105,20191018,00440,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191018_00440_DG.wav,﻿나라에서 노인들한테 지원해주는게 뭐가 있어,나라에서 노인들에게 지원해주는 게 뭐가 있어?
read,DG,3,PID_000000107,20191022,00233,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000107_20191022_00233_DG.wav,﻿그렇게 말을 하는 하는데 내가 너무 서운하더라니까,그렇게 말을 하는데 내가 너무 서운하더라니까
read,DG,3,PID_000000108,20191022,00051,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00051_DG.wav,﻿날씨 정보,날씨 정보
read,DG,3,PID_000000108,20191022,00080,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00080_DG.wav,﻿혼자 하느라 많이 힘들었어,혼자 하는 놀아 많이 힘들었어.
read,DG,3,PID_000000105,20191025,00138,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191025_00138_DG.wav,﻿나도 여행가고싶은데 딸들이 지들만 여행을 가,나도 여행 가고 싶은데 딸들이 지들만 여행을 가.
read,DG,3,PID_000000127,20191023,00338,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00338_DG.wav,﻿천천히 해도 돼,천천히 해도 돼.
read,DG,3,PID_000000127,20191023,00807,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00807_DG.wav,﻿어쩜 그럴 수가 있는지 모르겠어,어쩜 그럴 수가 있는지 모르겠어.
read,DG,3,PID_000000108,20191019,00049,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191019_00049_DG.wav,﻿힘든 일을 나 혼자 감당하려니까 너무 힘들어,힘든 일을 나 혼자 감당하려니까 너무 힘들어
read,DG,3,PID_000000107,20191018,00422,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000107_20191018_00422_DG.wav,﻿눈물이 나,눈물이 나
read,DG,3,PID_000000127,20191023,00243,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00243_DG.wav,﻿내일 기온 어때,2일 기온 넣って。
read,DG,3,PID_000000103,20191021,00059,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191021_00059_DG.wav,﻿눈이와,눈이 와.
read,DG,3,PID_000000104,20191029,00046,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191029_00046_DG.wav,﻿밑에 집 할아버지가 이사가면 언제 또 볼 수 있을지 몰라서 서운해,밑에 집 할아버지가 이사 가면 언제 또 볼 수 있을지 몰라서 서운해.
read,DG,3,PID_000000105,20191018,00036,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191018_00036_DG.wav,﻿다른 집 손자는 용돈도 준다는데 우리 집 손자는 용돈도 안 줘,다른 집 손자는 용돈도 준다는데 우리 집 손자는 용돈도 안 줘.
read,DG,3,PID_000000107,20191018,00038,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000107_20191018_00038_DG.wav,﻿딸래미가 생일이라고 전화를 했네,딸내미가 생일이라고 전화를 했네.
read,DG,3,PID_000000105,20191024,00098,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191024_00098_DG.wav,﻿자식들이 너무 바빠서 걱정이야,자식들이 너무 바빠서 걱정이야.
read,DG,3,PID_000000105,20191024,00126,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191024_00126_DG.wav,﻿어떻게 하는게 좋을지 나도 모르겠어서 걱정이야,어떻게 하는 게 좋은지 나도 모르겠어 걱정이야.
read,DG,3,PID_000000108,20191022,00156,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191022_00156_DG.wav,﻿관절이 안좋은 경우가 많아서 걱정이야,간절히 안 좋은 교가 많아서 걱정이야.
read,DG,3,PID_000000103,20191020,00045,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191020_00045_DG.wav,﻿모레 눈 와,모레누나
read,DG,3,PID_000000127,20191023,00054,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00054_DG.wav,﻿오늘은 뭘 하는게 좋을까,오늘은 뭘 하는 게 좋을까?
read,DG,3,PID_000000107,20191022,00335,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000107_20191022_00335_DG.wav,﻿밖에 눈이 와,밖에 눈이 와
read,DG,3,PID_000000105,20191025,00522,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191025_00522_DG.wav,﻿비 내려,비내리야
read,DG,3,PID_000000127,20191023,00218,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00218_DG.wav,﻿내일 날씨가 어떻게 돼,내일 날씨가 어떻게 돼?
read,DG,3,PID_000000103,20191021,00455,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191021_00455_DG.wav,﻿강아지 산책 시키고 왔어,강아지 산책시키고 왔어.
read,DG,3,PID_000000103,20191020,00355,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191020_00355_DG.wav,﻿바람쐬러 가고싶은데 갈 데가 없네,바람 쐬러 가고 싶은데 갈 데가 없네.
read,DG,3,PID_000000127,20191023,00099,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00099_DG.wav,﻿요즘 몸에 힘이 없어,요즘 몸에 힘이 없어.
read,DG,3,PID_000000105,20191024,00146,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191024_00146_DG.wav,﻿오늘 날씨 좋은가,오늘 날씨 좋은가?
read,DG,3,PID_000000103,20191020,00368,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191020_00368_DG.wav,﻿너같은 착한 심성이면 나도 많이 배워야겠어,너 같은 착한 심성이면 나도 많이 배워야겠어.
read,DG,3,PID_000000105,20191025,00599,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191025_00599_DG.wav,﻿돈이 없어서 걱정이야,돈이 없어서 걱정이야.
read,DG,3,PID_000000103,20191021,00119,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191021_00119_DG.wav,﻿눈이 올까,눈이 올까.
read,DG,3,PID_000000104,20191029,00270,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191029_00270_DG.wav,﻿오천원을 내야하는데 오만원을 냈지 뭐야,오천 원을 내야 하는데 오만 원을 냈지 뭐야.
read,DG,3,PID_000000106,20191018,00108,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191018_00108_DG.wav,﻿내 마음같이 돌아가는 일이 별로 없어,내 마음같이 돌아가는 일이 별로 없어.
read,DG,3,PID_000000106,20191024,00589,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00589_DG.wav,﻿너는 아주 사랑스러운 로봇이구나,너는 아주 사랑스러운 로봇이구나.
read,DG,3,PID_000000107,20191018,00404,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000107_20191018_00404_DG.wav,﻿내일 날씨 어떤가요,내일 날씨 어떤가요?
read,DG,3,PID_000000106,20191018,00014,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191018_00014_DG.wav,﻿응 왜 불렀어,응해 불렀어
read,DG,3,PID_000000106,20191018,00356,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191018_00356_DG.wav,﻿눈 올까요,눈 올까요?
read,DG,3,PID_000000127,20191023,00245,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00245_DG.wav,﻿오래오래 건강히 살어,오래오래 건강히 살아.
read,DG,3,PID_000000106,20191018,00078,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191018_00078_DG.wav,﻿건강이 안좋아져서 걱정이 많아,건강이 안 좋아져서 걱정이 많아.
read,DG,3,PID_000000127,20191023,00201,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00201_DG.wav,﻿재미있는 이야기 아는 거 없어,재밌는 이야기 아는 거 없어?
read,DG,3,PID_000000105,20191024,00440,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191024_00440_DG.wav,﻿오늘은 정말 보람찬 하루였어,오늘은 정말 보람찬 하루였어.
read,DG,3,PID_000000103,20191021,00371,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191021_00371_DG.wav,﻿신나는 노래 좀 틀어줘봐,신나는 노래 좀 틀어줘 봐.
read,DG,3,PID_000000106,20191024,00573,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000106_20191024_00573_DG.wav,﻿눈이 오는지 물어봐도 돼,눈이 오는지 물어봐도 돼?
read,DG,3,PID_000000105,20191025,00265,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000105_20191025_00265_DG.wav,﻿쓰레기 버리러 나가기가 귀찮아,쓰레기 버리러 나가기가 귀찮아.
read,DG,3,PID_000000127,20191023,00417,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000127_20191023_00417_DG.wav,﻿눈이 오는지 알려줄래,눈이 오는지 알려줄래?
read,DG,3,PID_000000108,20191019,00283,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000108_20191019_00283_DG.wav,﻿방금 날씨 어때,방금 날씨 어때?
read,DG,3,PID_000000103,20191021,00168,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000103_20191021_00168_DG.wav,﻿정치에 대해서 잘 알아,정치에 대해서 잘 알아.
read,DG,3,PID_000000104,20191026,00160,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/DG3/PID_000000104_20191026_00160_DG.wav,﻿내가 요즘 너 때문에 웃는다 웃어,내가 요즘 너 때문에 우는다 웃어.
